video_filename,copy_caption,hashtags,description,episode_number,episode_code,path_inside_zip,video_zip_pack,artifact_zip,still_filename,title,year,handle,duration_sec,image_credit
011-american-civil-war.mp4,American Civil War (1865). Brother vs brother. 620000 DEAD. Gettysburg Address 1863. Lee surrendered 1865. @FactsOrWhacks #CivilWar #USHistory #AbrahamLincoln #HistoryTok #FactsOrWhacks,#CivilWar #USHistory #AbrahamLincoln #HistoryTok #FactsOrWhacks,American Civil War (1865). Brother vs brother. 620000 DEAD. Gettysburg Address 1863. Lee surrendered 1865.,11,011,facts-or-whacks-videos/011-american-civil-war.mp4,facts-or-whacks-videos-001-050.zip,videos_30s_pack_001_050.zip,011-american-civil-war.webp,American Civil War,1865,@FactsOrWhacks,30,"Unknown author; Kurz & Allison, Art Publishers, Chicago, U.S.A. / Resto… · Public domain"
012-transcontinental-railroad.mp4,"Transcontinental Railroad (1869). Two railroads. One golden spike. Completed May 10, 1869. 20000+ Chinese laborers. @FactsOrWhacks #TranscontinentalRailroad #AmericanHistory #RailroadHistory #HistoryFacts #FactsOrWhacks",#TranscontinentalRailroad #AmericanHistory #RailroadHistory #HistoryFacts #FactsOrWhacks,"Transcontinental Railroad (1869). Two railroads. One golden spike. Completed May 10, 1869. 20000+ Chinese laborers.",12,012,facts-or-whacks-videos/012-transcontinental-railroad.mp4,facts-or-whacks-videos-001-050.zip,videos_30s_pack_001_050.zip,012-transcontinental-railroad.webp,Transcontinental Railroad,1869,@FactsOrWhacks,30,United States Pacific Railway Commission. Digital image reconstruction… · CC BY-SA 3.0
013-meiji-restoration.mp4,Meiji Restoration (1868). Japan feudal to world power in 40 YEARS. 250 years of shogunate — ended. Emperor Meiji restored 1868. @FactsOrWhacks #MeijiRestoration #JapaneseHistory #Samurai #HistoryTok #FactsOrWhacks,#MeijiRestoration #JapaneseHistory #Samurai #HistoryTok #FactsOrWhacks,Meiji Restoration (1868). Japan feudal to world power in 40 YEARS. 250 years of shogunate — ended. Emperor Meiji restored 1868.,13,013,facts-or-whacks-videos/013-meiji-restoration.mp4,facts-or-whacks-videos-001-050.zip,videos_30s_pack_001_050.zip,013-meiji-restoration.webp,Meiji Restoration,1868,@FactsOrWhacks,30,Takahashi Yuichi (1828-1894) · Public domain
014-jack-the-ripper.mp4,Jack the Ripper (1888). 5 murders. 0 arrests. Still UNSOLVED. 1888 — East End London. 5 murders 0 arrests. @FactsOrWhacks #JackTheRipper #TrueCrime #VictorianLondon #UnsolvedMystery #FactsOrWhacks,#JackTheRipper #TrueCrime #VictorianLondon #UnsolvedMystery #FactsOrWhacks,Jack the Ripper (1888). 5 murders. 0 arrests. Still UNSOLVED. 1888 — East End London. 5 murders 0 arrests.,14,014,facts-or-whacks-videos/014-jack-the-ripper.mp4,facts-or-whacks-videos-001-050.zip,videos_30s_pack_001_050.zip,014-jack-the-ripper.webp,Jack the Ripper,1888,@FactsOrWhacks,30,R. Taylor (R. & E. Taylor (Firm)) · Public domain
015-wright-brothers-first-flight.mp4,Wright Brothers First Flight (1903). 12 seconds. Changed FOREVER. Dec 17 1903 — Kitty Hawk. 120 feet. 12 seconds. @FactsOrWhacks #WrightBrothers #AviationHistory #FirstFlight #HistoryTok #FactsOrWhacks,#WrightBrothers #AviationHistory #FirstFlight #HistoryTok #FactsOrWhacks,Wright Brothers First Flight (1903). 12 seconds. Changed FOREVER. Dec 17 1903 — Kitty Hawk. 120 feet. 12 seconds.,15,015,facts-or-whacks-videos/015-wright-brothers-first-flight.mp4,facts-or-whacks-videos-001-050.zip,videos_30s_pack_001_050.zip,015-wright-brothers-first-flight.webp,Wright Brothers First Flight,1903,@FactsOrWhacks,30,John T. Daniels · Public domain
016-sinking-of-the-titanic.mp4,"Sinking of the Titanic (1500). Unsinkable. Sank in 3 HOURS. Lifeboats for HALF the people. The Titanic struck an iceberg on April 14, 1912, and sank in roughly three hours. @FactsOrWhacks #Titanic #Shipwreck #1912 #HistoryTok #FactsOrWhacks",#Titanic #Shipwreck #1912 #HistoryTok #FactsOrWhacks,"Sinking of the Titanic (1500). Unsinkable. Sank in 3 HOURS. Lifeboats for HALF the people. The Titanic struck an iceberg on April 14, 1912, and sank in roughly three hours.",16,016,facts-or-whacks-videos/016-sinking-of-the-titanic.mp4,facts-or-whacks-videos-001-050.zip,videos_30s_pack_001_050.zip,016-sinking-of-the-titanic.webp,Sinking of the Titanic,1500,@FactsOrWhacks,30,Francis Godolphin Osbourne Stuart · Public domain
017-world-war-i.mp4,World War I (1918). One assassination. 20 MILLION dead. Franz Ferdinand shot — 1914. Armistice Nov 11 1918. @FactsOrWhacks #WorldWar1 #WW1 #TrenchWarfare #MilitaryHistory #FactsOrWhacks,#WorldWar1 #WW1 #TrenchWarfare #MilitaryHistory #FactsOrWhacks,World War I (1918). One assassination. 20 MILLION dead. Franz Ferdinand shot — 1914. Armistice Nov 11 1918.,17,017,facts-or-whacks-videos/017-world-war-i.mp4,facts-or-whacks-videos-001-050.zip,videos_30s_pack_001_050.zip,017-world-war-i.webp,World War I,1918,@FactsOrWhacks,30,Collection DocAnciens/docpix.fr · Public domain
018-russian-revolution.mp4,Russian Revolution (1919). Two revolutions. One year. Empire gone. Tsar executed with his family. Civil war killed millions. @FactsOrWhacks #RussianRevolution #SovietUnion #Lenin #HistoryTok #FactsOrWhacks,#RussianRevolution #SovietUnion #Lenin #HistoryTok #FactsOrWhacks,Russian Revolution (1919). Two revolutions. One year. Empire gone. Tsar executed with his family. Civil war killed millions.,18,018,facts-or-whacks-videos/018-russian-revolution.mp4,facts-or-whacks-videos-001-050.zip,videos_30s_pack_001_050.zip,018-russian-revolution.webp,Russian Revolution,1919,@FactsOrWhacks,30,unknown; photo retake by George Shuklin · Public domain
019-roaring-twenties.mp4,Roaring Twenties (1929). Jazz. Flappers. Then it all CRASHED. Women got the vote — 1920. Flappers broke every rule. @FactsOrWhacks #RoaringTwenties #JazzAge #Flapper #1920s #FactsOrWhacks,#RoaringTwenties #JazzAge #Flapper #1920s #FactsOrWhacks,Roaring Twenties (1929). Jazz. Flappers. Then it all CRASHED. Women got the vote — 1920. Flappers broke every rule.,19,019,facts-or-whacks-videos/019-roaring-twenties.mp4,facts-or-whacks-videos-001-050.zip,videos_30s_pack_001_050.zip,019-roaring-twenties.webp,Roaring Twenties,1929,@FactsOrWhacks,30,"Walery , Polish-British, 1863-1929 · Public domain"
020-discovery-of-penicillin.mp4,Discovery of Penicillin (1928). Mold in a dish saved BILLIONS. Fleming — 1928 accident. Killed bacteria instantly. @FactsOrWhacks #Penicillin #MedicalHistory #ScienceFacts #HistoryTok #FactsOrWhacks,#Penicillin #MedicalHistory #ScienceFacts #HistoryTok #FactsOrWhacks,Discovery of Penicillin (1928). Mold in a dish saved BILLIONS. Fleming — 1928 accident. Killed bacteria instantly.,20,020,facts-or-whacks-videos/020-discovery-of-penicillin.mp4,facts-or-whacks-videos-001-050.zip,videos_30s_pack_001_050.zip,020-discovery-of-penicillin.webp,Discovery of Penicillin,1928,@FactsOrWhacks,30,Science Museum London / Science and Society Picture Library · CC BY-SA 4.0
021-great-depression.mp4,Great Depression (1929). One crash. A decade of HELL. Black Tuesday — Oct 29 1929. Dust Bowl destroyed farms. @FactsOrWhacks #GreatDepression #1930s #AmericanHistory #HistoryTok #FactsOrWhacks,#GreatDepression #1930s #AmericanHistory #HistoryTok #FactsOrWhacks,Great Depression (1929). One crash. A decade of HELL. Black Tuesday — Oct 29 1929. Dust Bowl destroyed farms.,21,021,facts-or-whacks-videos/021-great-depression.mp4,facts-or-whacks-videos-001-050.zip,videos_30s_pack_001_050.zip,021-great-depression.webp,Great Depression,1929,@FactsOrWhacks,30,Dorothea Lange · Public domain
022-world-war-ii.mp4,World War II (1937). 70-85 MILLION dead. Deadliest war EVER. Holocaust — 6 million Jews. Japan surrendered 1945. @FactsOrWhacks #WorldWar2 #WW2 #DDay #HistoryTok #FactsOrWhacks,#WorldWar2 #WW2 #DDay #HistoryTok #FactsOrWhacks,World War II (1937). 70-85 MILLION dead. Deadliest war EVER. Holocaust — 6 million Jews. Japan surrendered 1945.,22,022,facts-or-whacks-videos/022-world-war-ii.mp4,facts-or-whacks-videos-001-050.zip,videos_30s_pack_001_050.zip,022-world-war-ii.webp,World War II,1937,@FactsOrWhacks,30,"US Coast Guard, photo 26-G-2517 · Public domain"
023-d-day.mp4,"D-Day (1944). 156000 troops. One day. The longest day. June 6, 1944 — Normandy. 5 beaches. 156000 troops. @FactsOrWhacks #DDay #Normandy #WW2 #MilitaryHistory #FactsOrWhacks",#DDay #Normandy #WW2 #MilitaryHistory #FactsOrWhacks,"D-Day (1944). 156000 troops. One day. The longest day. June 6, 1944 — Normandy. 5 beaches. 156000 troops.",23,023,facts-or-whacks-videos/023-d-day.mp4,facts-or-whacks-videos-001-050.zip,videos_30s_pack_001_050.zip,023-d-day.webp,D-Day,1944,@FactsOrWhacks,30,"US Coast Guard, photo 26-G-2517 · Public domain"
024-the-holocaust.mp4,The Holocaust (1942). 6 million Jews. Systematically murdered. 6 million Jews murdered. Final Solution — Wannsee 1942. @FactsOrWhacks #Holocaust #NeverForget #WorldWar2 #HistoryMatters #FactsOrWhacks,#Holocaust #NeverForget #WorldWar2 #HistoryMatters #FactsOrWhacks,The Holocaust (1942). 6 million Jews. Systematically murdered. 6 million Jews murdered. Final Solution — Wannsee 1942.,24,024,facts-or-whacks-videos/024-the-holocaust.mp4,facts-or-whacks-videos-001-050.zip,videos_30s_pack_001_050.zip,024-the-holocaust.webp,The Holocaust,1942,@FactsOrWhacks,30,Bernhard Walter · Public domain
025-indian-independence.mp4,Indian Independence (1947). Nonviolence defeated the British Empire. Gandhi — peaceful resistance. Independence Aug 15 1947. @FactsOrWhacks #IndianIndependence #Partition #Gandhi #SouthAsianHistory #FactsOrWhacks,#IndianIndependence #Partition #Gandhi #SouthAsianHistory #FactsOrWhacks,Indian Independence (1947). Nonviolence defeated the British Empire. Gandhi — peaceful resistance. Independence Aug 15 1947.,25,025,facts-or-whacks-videos/025-indian-independence.mp4,facts-or-whacks-videos-001-050.zip,videos_30s_pack_001_050.zip,025-indian-independence.webp,Indian Independence,1947,@FactsOrWhacks,30,"British Information Services, an agency of the British Government, rest… · Public domain"
026-cold-war-and-space-race.mp4,Cold War and Space Race (1969). Two superpowers. 60000 nukes. Zero direct war. Moon landing — July 1969. Cuban Missile Crisis 1962. @FactsOrWhacks #ColdWar #SpaceRace #MoonLanding #HistoryTok #FactsOrWhacks,#ColdWar #SpaceRace #MoonLanding #HistoryTok #FactsOrWhacks,Cold War and Space Race (1969). Two superpowers. 60000 nukes. Zero direct war. Moon landing — July 1969. Cuban Missile Crisis 1962.,26,026,facts-or-whacks-videos/026-cold-war-and-space-race.mp4,facts-or-whacks-videos-001-050.zip,videos_30s_pack_001_050.zip,026-cold-war-and-space-race.webp,Cold War and Space Race,1969,@FactsOrWhacks,30,SpaceX · CC0
027-civil-rights-movement.mp4,Civil Rights Movement (1964). They said sit down. She said NO. Civil Rights Act — 1964. Voting Rights Act — 1965. @FactsOrWhacks #CivilRights #MLK #BlackHistory #HistoryMatters #FactsOrWhacks,#CivilRights #MLK #BlackHistory #HistoryMatters #FactsOrWhacks,Civil Rights Movement (1964). They said sit down. She said NO. Civil Rights Act — 1964. Voting Rights Act — 1965.,27,027,facts-or-whacks-videos/027-civil-rights-movement.mp4,facts-or-whacks-videos-001-050.zip,videos_30s_pack_001_050.zip,027-civil-rights-movement.webp,Civil Rights Movement,1964,@FactsOrWhacks,30,Rowland Scherman · Public domain
028-fall-of-the-berlin-wall.mp4,Fall of the Berlin Wall (1989). A wall divided a city for 28 YEARS. 140+ died trying to cross. Nov 9 1989 — gates opened. @FactsOrWhacks #BerlinWall #ColdWar #1989 #HistoryTok #FactsOrWhacks,#BerlinWall #ColdWar #1989 #HistoryTok #FactsOrWhacks,Fall of the Berlin Wall (1989). A wall divided a city for 28 YEARS. 140+ died trying to cross. Nov 9 1989 — gates opened.,28,028,facts-or-whacks-videos/028-fall-of-the-berlin-wall.mp4,facts-or-whacks-videos-001-050.zip,videos_30s_pack_001_050.zip,028-fall-of-the-berlin-wall.webp,Fall of the Berlin Wall,1989,@FactsOrWhacks,30,"Unknown photographer, Reproduction by Lear 21 at English Wikipedia . · CC BY-SA 3.0"
029-invention-of-the-internet.mp4,Invention of the Internet (1989). First message: LO. System crashed. World Wide Web — 1989. 5 billion people online. @FactsOrWhacks #InternetHistory #TechHistory #WorldWideWeb #DidYouKnow #FactsOrWhacks,#InternetHistory #TechHistory #WorldWideWeb #DidYouKnow #FactsOrWhacks,Invention of the Internet (1989). First message: LO. System crashed. World Wide Web — 1989. 5 billion people online.,29,029,facts-or-whacks-videos/029-invention-of-the-internet.mp4,facts-or-whacks-videos-001-050.zip,videos_30s_pack_001_050.zip,029-invention-of-the-internet.webp,Invention of the Internet,1989,@FactsOrWhacks,30,The Opte Project · CC BY 2.5
030-end-of-apartheid.mp4,End of Apartheid (1994). 27 years in prison. Then he became PRESIDENT. Apartheid was South Africa's legal system of racial segregation (1948-1994). Nelson Mandela spent 27 years in prison for anti-apartheid activism. @FactsOrWhacks #NelsonMandela #Apartheid #SouthAfrica #HistoryTok #FactsOrWhacks,#NelsonMandela #Apartheid #SouthAfrica #HistoryTok #FactsOrWhacks,End of Apartheid (1994). 27 years in prison. Then he became PRESIDENT. Apartheid was South Africa's legal system of racial segregation (1948-1994). Nelson Mandela spent 27 years in prison for anti-apartheid activism.,30,030,facts-or-whacks-videos/030-end-of-apartheid.mp4,facts-or-whacks-videos-001-050.zip,videos_30s_pack_001_050.zip,030-end-of-apartheid.webp,End of Apartheid,1994,@FactsOrWhacks,30,"Photo: Paul Weinberg, 1994 · CC BY-SA 3.0"
031-building-the-great-pyramids.mp4,Building the Great Pyramids. 2.3 million blocks. No cranes. Built circa 2560 BCE for Pharaoh Khufu. Each block weighed roughly 2.5 tons. @FactsOrWhacks #AncientEgypt #Pyramids #HistoryTok #DidYouKnow #FactsOrWhacks,#AncientEgypt #Pyramids #HistoryTok #DidYouKnow #FactsOrWhacks,Building the Great Pyramids. 2.3 million blocks. No cranes. Built circa 2560 BCE for Pharaoh Khufu. Each block weighed roughly 2.5 tons.,31,031,facts-or-whacks-videos/031-building-the-great-pyramids.mp4,facts-or-whacks-videos-001-050.zip,videos_30s_pack_001_050.zip,031-building-the-great-pyramids.webp,Building the Great Pyramids,,@FactsOrWhacks,30,Nina · CC BY 2.5
032-hammurabi-s-code.mp4,Hammurabi's Code (1901). 282 laws. Eye for an EYE. Carved on a 7-foot stone stele circa 1754 BCE. One of the oldest written legal codes. @FactsOrWhacks #Babylon #AncientHistory #Law #HistoryFacts #FactsOrWhacks,#Babylon #AncientHistory #Law #HistoryFacts #FactsOrWhacks,Hammurabi's Code (1901). 282 laws. Eye for an EYE. Carved on a 7-foot stone stele circa 1754 BCE. One of the oldest written legal codes.,32,032,facts-or-whacks-videos/032-hammurabi-s-code.mp4,facts-or-whacks-videos-001-050.zip,videos_30s_pack_001_050.zip,032-hammurabi-s-code.webp,Hammurabi's Code,1901,@FactsOrWhacks,30,Mbzt · CC BY 3.0
033-battle-of-thermopylae.mp4,Battle of Thermopylae. 300 Spartans. One million Persians. Battle of Thermopylae was fought August 480 BCE at a narrow mountain pass. King Leonidas led roughly 300 Spartans. @FactsOrWhacks #Sparta #AncientGreece #MilitaryHistory #HistoryTok #FactsOrWhacks,#Sparta #AncientGreece #MilitaryHistory #HistoryTok #FactsOrWhacks,Battle of Thermopylae. 300 Spartans. One million Persians. Battle of Thermopylae was fought August 480 BCE at a narrow mountain pass. King Leonidas led roughly 300 Spartans.,33,033,facts-or-whacks-videos/033-battle-of-thermopylae.mp4,facts-or-whacks-videos-001-050.zip,videos_30s_pack_001_050.zip,033-battle-of-thermopylae.webp,Battle of Thermopylae,,@FactsOrWhacks,30,Jacques-Louis David · Public domain
034-alexander-the-great.mp4,Alexander the Great. Dead at 32. Conquered the WORLD. King of Macedon from 336 to 323 BCE. Never lost a battle in 15 years of campaigning. @FactsOrWhacks #AlexanderTheGreat #AncientHistory #Conquest #HistoryTok #FactsOrWhacks,#AlexanderTheGreat #AncientHistory #Conquest #HistoryTok #FactsOrWhacks,Alexander the Great. Dead at 32. Conquered the WORLD. King of Macedon from 336 to 323 BCE. Never lost a battle in 15 years of campaigning.,34,034,facts-or-whacks-videos/034-alexander-the-great.mp4,facts-or-whacks-videos-001-050.zip,videos_30s_pack_001_050.zip,034-alexander-the-great.webp,Alexander the Great,,@FactsOrWhacks,30,Unknown author Unknown author · Public domain
035-assassination-of-julius-caesar.mp4,"Assassination of Julius Caesar. Et tu, Brute? 23 STABS. Murdered March 15 44 BCE the Ides of March. At least 60 senators plotted against him. @FactsOrWhacks #JuliusCaesar #AncientRome #Assassination #HistoryTok #FactsOrWhacks",#JuliusCaesar #AncientRome #Assassination #HistoryTok #FactsOrWhacks,"Assassination of Julius Caesar. Et tu, Brute? 23 STABS. Murdered March 15 44 BCE the Ides of March. At least 60 senators plotted against him.",35,035,facts-or-whacks-videos/035-assassination-of-julius-caesar.mp4,facts-or-whacks-videos-001-050.zip,videos_30s_pack_001_050.zip,035-assassination-of-julius-caesar.webp,Assassination of Julius Caesar,,@FactsOrWhacks,30,Vincenzo Camuccini · Public domain
036-fall-of-the-roman-empire.mp4,"Fall of the Roman Empire. 1,000 years. Then GONE. Western Empire fell officially in 476 CE. Barbarian general Odoacer deposed last emperor Romulus. @FactsOrWhacks #RomanEmpire #FallOfRome #AncientHistory #HistoryFacts #FactsOrWhacks",#RomanEmpire #FallOfRome #AncientHistory #HistoryFacts #FactsOrWhacks,"Fall of the Roman Empire. 1,000 years. Then GONE. Western Empire fell officially in 476 CE. Barbarian general Odoacer deposed last emperor Romulus.",36,036,facts-or-whacks-videos/036-fall-of-the-roman-empire.mp4,facts-or-whacks-videos-001-050.zip,videos_30s_pack_001_050.zip,036-fall-of-the-roman-empire.webp,Fall of the Roman Empire,,@FactsOrWhacks,30,Tataryn · CC BY-SA 3.0
037-spartacus-slave-revolt.mp4,"Spartacus Slave Revolt. 70,000 slaves. Rome TREMBLED. Began 73 BCE when gladiators escaped Capua. Spartacus a Thracian gladiator led the rebellion. @FactsOrWhacks #Spartacus #AncientRome #SlaveRevolt #HistoryTok #FactsOrWhacks",#Spartacus #AncientRome #SlaveRevolt #HistoryTok #FactsOrWhacks,"Spartacus Slave Revolt. 70,000 slaves. Rome TREMBLED. Began 73 BCE when gladiators escaped Capua. Spartacus a Thracian gladiator led the rebellion.",37,037,facts-or-whacks-videos/037-spartacus-slave-revolt.mp4,facts-or-whacks-videos-001-050.zip,videos_30s_pack_001_050.zip,037-spartacus-slave-revolt.webp,Spartacus Slave Revolt,,@FactsOrWhacks,30,"Carole Raddato from FRANKFURT, Germany · CC BY-SA 2.0"
038-cleopatra-s-egypt.mp4,Cleopatra's Egypt. She seduced TWO empires. Last active ruler of Ptolemaic Egypt. Spoke nine languages including Egyptian. @FactsOrWhacks #Cleopatra #AncientEgypt #Queens #HistoryTok #FactsOrWhacks,#Cleopatra #AncientEgypt #Queens #HistoryTok #FactsOrWhacks,Cleopatra's Egypt. She seduced TWO empires. Last active ruler of Ptolemaic Egypt. Spoke nine languages including Egyptian.,38,038,facts-or-whacks-videos/038-cleopatra-s-egypt.mp4,facts-or-whacks-videos-001-050.zip,videos_30s_pack_001_050.zip,038-cleopatra-s-egypt.webp,Cleopatra's Egypt,,@FactsOrWhacks,30,Louis le Grand · Public domain
039-hannibal-crosses-the-alps.mp4,Hannibal Crosses the Alps. Elephants. In the MOUNTAINS. Crossed Alps in 218 BCE with war elephants. Led Carthage against Rome in Second Punic War. @FactsOrWhacks #Hannibal #Carthage #MilitaryHistory #HistoryTok #FactsOrWhacks,#Hannibal #Carthage #MilitaryHistory #HistoryTok #FactsOrWhacks,Hannibal Crosses the Alps. Elephants. In the MOUNTAINS. Crossed Alps in 218 BCE with war elephants. Led Carthage against Rome in Second Punic War.,39,039,facts-or-whacks-videos/039-hannibal-crosses-the-alps.mp4,facts-or-whacks-videos-001-050.zip,videos_30s_pack_001_050.zip,039-hannibal-crosses-the-alps.webp,Hannibal Crosses the Alps,,@FactsOrWhacks,30,Fratelli Alinari · Public domain
